0.000000 0.000000
-0.490948 -0.001964
-0.970190 -0.003956
-1.416953 -0.006035
-1.826311 -0.008254
-2.196769 -0.010665
-2.529053 -0.013322
-2.825198 -0.016277
-3.087927 -0.019586
-3.320237 -0.023310
-3.525157 -0.027516
-3.705599 -0.032277
-3.864281 -0.037674
-4.003690 -0.043797
-4.126076 -0.050748
-4.233455 -0.058636
-4.327623 -0.067586
-4.410171 -0.077729
-4.482506 -0.089211
-4.545868 -0.102182
-4.601350 -0.116800
-4.649912 -0.133218
-4.692401 -0.151582
-4.729559 -0.172017
-4.762040 -0.194613
-4.790420 -0.219407
-4.815208 -0.246370
-4.836851 -0.275393
-4.855749 -0.306275
-4.872252 -0.338730
-4.886673 -0.372396
-4.899285 -0.406860
-4.910332 -0.441683
-4.920023 -0.476435
-4.928542 -0.510717
-4.936047 -0.544183
-4.942674 -0.576548
-4.948540 -0.607590
-4.953744 -0.637152
-4.958371 -0.665131
-4.962495 -0.691472
-4.966176 -0.716157
-4.969468 -0.739202
-4.972419 -0.760644
-4.975066 -0.780538
-4.977444 -0.798950
-4.979584 -0.815956
-4.981511 -0.831634
-4.983249 -0.846066
-4.984816 -0.859332
-4.986232 -0.871514
-4.987512 -0.882687
-4.988670 -0.892926
-4.989717 -0.902303
-4.990665 -0.910883
-4.991524 -0.918730
-4.992302 -0.925902
-4.993008 -0.932455
-4.993648 -0.938439
-4.994228 -0.943902
-4.994755 -0.948888
-4.995233 -0.953436
-4.995667 -0.957585
-4.996061 -0.961368
-4.996419 -0.964817
-4.996745 -0.967961
-4.997040 -0.970826
-4.997308 -0.973436
-4.997552 -0.975815
-4.997774 -0.977982
-4.997976 -0.979955
-4.998159 -0.981753
-4.998325 -0.983390
-4.998477 -0.984881
-4.998614 -0.986238
-4.998740 -0.987474
-4.998854 -0.988600
-4.998957 -0.989624
-4.999051 -0.990557
-4.999137 -0.991406
-4.999215 -0.992178
-4.999286 -0.992882
-4.999350 -0.993522
-4.999409 -0.994105
-4.999462 -0.994635
-4.999511 -0.995118
-4.999555 -0.995557
-4.999595 -0.995957
-4.999631 -0.996321
-4.999665 -0.996652
-4.999695 -0.996954
-4.999722 -0.997228
-4.999747 -0.997478
-4.999770 -0.997705
-4.999791 -0.997911
-4.999810 -0.998099
-4.999827 -0.998271
-4.999843 -0.998426
-4.999857 -0.998568
-4.999870 -0.998697
-4.999881 -0.998814
-4.999892 -0.998921
-4.999902 -0.999018
-4.999911 -0.999107
-4.999919 -0.999187
-4.999926 -0.999260
-4.999933 -0.999327
-4.999939 -0.999388
-4.999944 -0.999443
-4.999949 -0.999493
-4.999954 -0.999539
-4.999958 -0.999580
-4.999962 -0.999618
-4.999965 -0.999652
-4.999968 -0.999684
-4.999971 -0.999712
-4.999974 -0.999738
-4.999976 -0.999762
-4.999978 -0.999783
-4.999980 -0.999803
-4.999982 -0.999821
-4.999984 -0.999837
-4.999985 -0.999851
-4.999986 -0.999865
-4.999988 -0.999877
-4.999989 -0.999888
-4.999990 -0.999898
-4.999991 -0.999907
-4.999992 -0.999916
-4.999992 -0.999923
-4.999993 -0.999930
-4.999994 -0.999936
-4.999994 -0.999942
-4.999995 -0.999947
-4.999995 -0.999952
-4.999996 -0.999956
-4.999996 -0.999960
-4.999996 -0.999964
-4.999997 -0.999967
-4.999997 -0.999970
-4.999997 -0.999973
-4.999998 -0.999975
-4.999998 -0.999978
-4.999998 -0.999980
-4.999998 -0.999981
-4.999998 -0.999983
-4.999998 -0.999985
-4.999999 -0.999986
-4.999999 -0.999987
-4.999999 -0.999988
-4.999999 -0.999989
-4.999999 -0.999990
-4.999999 -0.999991
-4.999999 -0.999992
-4.999999 -0.999993
-4.999999 -0.999993
-4.999999 -0.999994
-4.999999 -0.999995
-5.000000 -0.999995
-5.000000 -0.999995
-5.000000 -0.999996
-5.000000 -0.999996
-5.000000 -0.999997
-5.000000 -0.999997
-5.000000 -0.999997
-5.000000 -0.999997
-5.000000 -0.999998
-5.000000 -0.999998
-5.000000 -0.999998
-5.000000 -0.999998
-5.000000 -0.999998
-5.000000 -0.999999
-5.000000 -0.999999
-5.000000 -0.999999
-5.000000 -0.999999
-5.000000 -0.999999
-5.000000 -0.999999
-5.000000 -0.999999
-5.000000 -0.999999
-5.000000 -0.999999
-5.000000 -0.999999
-5.000000 -0.999999
-5.000000 -0.999999
-5.000000 -1.000000
-5.000000 -1.000000
-5.000000 -1.000000
-5.000000 -1.000000
-5.000000 -1.000000
-5.000000 -1.000000
-5.000000 -1.000000
-5.000000 -1.000000
-5.000000 -1.000000
